Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.5739
2,525,-497.0,0.999,0.449
3,449,-421.5,0.998,0.4562
4,785,-750.5,0.997,0.6695
5,610,-580.5,0.996,0.5049
6,860,-824.0,0.995,0.6879
7,382,-358.0,0.994,0.3131
8,467,-442.0,0.993,0.4114
9,549,-520.5,0.992,0.4321
10,656,-621.5,0.991,0.5434
11,504,-478.5,0.99,0.4207
12,609,-579.0,0.989,0.5086
13,814,-781.5,0.988,0.6766
14,441,-414.5,0.987,0.3801
15,407,-380.0,0.986,0.346
16,710,-679.0,0.985,0.6266
17,379,-353.0,0.984,0.3041
18,630,-597.5,0.983,0.5288
19,543,-516.0,0.982,0.4441
20,398,-371.5,0.981,0.3337
21,325,-300.5,0.98,0.2599
22,501,-470.0,0.979,0.4278
23,345,-321.5,0.978,0.2837
24,586,-557.0,0.977,0.5451
25,354,-329.0,0.976,0.2988
26,610,-582.5,0.975,0.5074
27,424,-398.5,0.974,0.342
28,500,-472.0,0.973,0.4383
29,226,-201.0,0.972,0.1874
30,419,-391.0,0.971,0.3626
31,316,-291.0,0.97,0.243
32,259,-234.5,0.969,0.2544
33,354,-331.5,0.968,0.2991
34,490,-464.5,0.968,0.4077
35,362,-333.0,0.967,0.3279
36,455,-429.5,0.966,0.3725
37,256,-233.0,0.965,0.2332
38,202,-180.0,0.964,0.1846
39,411,-384.5,0.963,0.331
40,326,-300.5,0.962,0.2926
41,295,-273.0,0.961,0.2283
42,285,-258.0,0.96,0.233
43,364,-339.5,0.959,0.2816
44,408,-384.5,0.958,0.3353
45,278,-255.5,0.957,0.2341
46,270,-247.0,0.956,0.2566
47,244,-221.0,0.955,0.2008
48,340,-310.5,0.954,0.2858
49,437,-407.0,0.953,0.3393
50,209,-188.5,0.952,0.1748
51,179,-157.0,0.951,0.1517
52,295,-273.0,0.95,0.2535
53,331,-306.5,0.949,0.2538
54,318,-296.0,0.948,0.2695
55,229,-208.5,0.947,0.2131
56,227,-205.0,0.946,0.1978
57,303,-279.5,0.946,0.2376
